,Institution Name,Issued by Top 25 Institution,Product Name,Report Date,Availability of Credit Card Plan,State,State (Multiple),Pertains to Specific Counties?,Requirements for Opening,Requirements for Opening Types,Geographic Restrictions,Professional Affiliation,Other,Secured Card,Targeted Credit Tiers,Purchase APR Offered?,Purchase APR Vary by Balance,Purchase APR Balance Tier 1,Purchase APR Tier 1 From Balance,Purchase APR Tier 1 To Balance,Purchase APR Balance Tier 2,Purchase APR Tier 2 From Balance,Purchase APR Tier 2 To Balance,Purchase APR Balance Tier 3,Purchase APR Tier 3 From Balance,Purchase APR Tier 3 To Balance,Purchase APR Balance Tier 4,Purchase APR Tier 4 From Balance,Purchase APR Tier 4 To Balance,Purchase APR Index,Variable Rate Index,Index,Purchase APR Vary by Credit Tier,Purchase APR no score,Purchase APR poor,Purchase APR good,Purchase APR great,Purchase APR min,Purchase APR median,Purchase APR max,Introductory APR Offered?,Introductory APR Vary By Credit Tier,Intro APR no score,Intro APR poor,Intro APR good,Intro APR great,Intro APR min,Intro APR median,Intro APR max,Median Length of Introductory APR,Balance Transfer Offered?,Balance Transfer APR Vary by Credit Tier,Transfer APR no score,Transfer APR poor,Transfer APR good,Transfer APR great,Transfer APR min,Transfer APR median,Transfer APR max,Median Length of Balance Transfer APR,Balance Transfer Grace Period,Cash Advance APR Offered?,Cash Advance APR Vary by Credit Tier,Advance APR no score,Advance APR poor,Advance APR good,Advance APR great,Advance APR min,Advance APR median,Advance APR max,Grace Period Offered?,Grace Period,Minimum Finance Charge?,Minimum Finance Charge (Dollars),Balance Computation Method,Balance Computation Method Details,Periodic Fee Type,Annual Fee,Monthly Fee,Weekly Fee,Other Periodic Fee Name,Other Periodic Fee Amount,Other Periodic Fee Frequency,Fee Varies?,Periodic min,Periodic max,Fee Explanation,Purchase Transaction Fees,Purchase Transaction Fee Type,Purchase Transaction Fee ($),Purchase Transaction Fee (%),Minimum Purchase Transaction Fee Amount,Purchase Transaction Fee Calculation,Balance Transfer Fees?,Balance Transfer Fee Types,Balance Transfer Fee ($),Balance Transfer Fee (%),Minimum Balance Transfer Fee Amount,Balance Transfer Fee Calculation,Cash Advance Fees?,Cash Advance Fee For Each Transaction,Cash Advance Fee Types,Cash Advance Fee ($),Cash Advance Fee (%),Minimum Cash Advance Fee Amount,Cash Advance Fee Calculation,Foreign Transaction Fees?,Foreign Transaction Fees Types,Foreign Transaction Fee ($),Foreign Transaction Fee (%),Minimum Foreign Transaction Fee Amount,Foreign Transaction Fee Calculation,Late Fees?,Late Fee Types,Late Fee ($),Late Fee Six Month Billing Cycle,Late Fee Policy Details,Over Limit Fees?,Over Limit Fee Types,Over Limit Fee ($),Overlimit Fee Detail,Other Fees,Additional Fees,Other Fee Name,Other Fee Amount,Other Fee Explanation,Other Fee Name 2,Other Fee Amount 2,Other Fee Explanation 2,Other Fee Name 3,Other Fee Amount 3,Other Fee Explanation 3,Other Fee Name 4,Other Fee Amount 4,Other Fee Explanation 4,Other Fee Name 5,Other Fee Amount 5,Other Fee Explanation 5,Services,Other Services,Rewards,Other Rewards,Card Features,Other Card Features,Contact Information Types,Website for Consumer,Telephone Number for Consumers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,BJ's One+ Mastercard,2024-12-31,National,,,,Yes,Other. Please Describe:,,,Requires an active membership with BJ's Wholesale Club,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.74%,30.24%,30.24%,25.74%,19.74%,29.74%,30.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.74%,31.74%,32.24%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Mastercard.,Other rewards,Points,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,1-800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Kohl's Rewards Visa,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,30.74%,30.74%,31.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,30.74%,30.74%,31.24%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by VISA.,Other rewards,Points,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,1-800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,REI Co-op Mastercard,2024-12-31,National,,,,Yes,Other. Please Describe:,,,Requires REI Co-Op Membership.,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.74%,30.24%,29.74%,26.24%,18.74%,26.24%,30.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.74%,30.24%,30.24%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Other rewards,Points,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Cabela's CLUB Card,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,31.74%,31.74%,31.74%,20.49%,19.99%,23.49%,32.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,31.74%,31.74%,32.24%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Mastercard.,Other rewards,Points,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,1-800-850-8402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Bass Pro Shop's CLUB Card,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,31.74%,31.74%,31.74%,20.49%,19.99%,23.49%,32.24%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,31.74%,31.74%,32.24%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Mastercard.,Other rewards,Points,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,1-800-300-1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Quicksilver Secured Rewards,2024-12-31,National,,,,No,,,,,Yes,No credit score; Credit score 619 or less,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,29.99%,29.99%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.99%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Platinum Secured,2024-12-31,National,,,,No,,,,,Yes,No credit score; Credit score 619 or less,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,29.99%,29.99%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.99%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Discounts on purchases of goods and services (non travel related); Other,This product also features benefits as offered by Mastercard.,,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Quicksilver Rewards for Good Credit,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,29.99%,29.99%,29.99%,No,,,,,,,,,,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,Yes,No,,,,,29.99%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,4.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,QuicksilverOne Rewards,2024-12-31,National,,,,No,,,,,No,Credit score 619 or less,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,29.99%,29.99%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.99%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$39.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Quicksilver Rewards for Students,2024-12-31,National,,,,No,,,,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.99%,29.99%,26.24%,25.74%,19.49%,29.49%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Quicksilver Rewards (non-ranged APR offering),2024-12-31,National,,,,No,,,,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,28.24%,29.24%,29.24%,Yes,No,,,,,0.00%,0.00%,0.00%,9,No,,,,,,,,,,,Yes,No,,,,,28.24%,29.24%,29.24%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Savor Rewards,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,29.49%,29.49%,25.74%,19.49%,25.74%,29.49%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,Yes,No,,,,,29.49%,29.49%,29.49%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,3.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Savor Rewards for Good Credit,2024-12-31,National,,,,No,,,,,No,Credit scores from 620 to 719,Yes,No,,,,,,,,,,,,,Yes,Prime,V,No,,,,,29.99%,29.99%,29.99%,No,,,,,,,,,,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,Yes,No,,,,,29.99%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,4.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Savor Rewards for Students,2024-12-31,National,,,,No,,,,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.99%,29.99%,26.24%,25.74%,19.49%,29.49%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29.00 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Capital One, National Association",TRUE,Savor Rewards (targeted offering for existing customers - PMC),2024-12-31,National,,,,No,,,,,No,Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,,29.99%,29.99%,29.99%,29.49%,29.99%,29.99%,Yes,No,,,,,0.00%,0.00%,0.00%,9,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?",,4.00%,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$5.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,Up to $29 for first late fee.,No,,,,No,,,,,,,,,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,This product also features benefits as offered by Mastercard.,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.capitalone.com/credit-cards/,800-903-9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
